bang_1,field_1,bang_2,field_2,so_dong_chung,spearman,muc_do
fact_inventory_daily_balances,import_quantity,fact_order_lines,vat_amount,416,0.715,liên hệ rõ
fact_order_lines,unit_price_after_discount_after_vat,dim_products,conversion_rate,7153,-0.715,liên hệ rõ
fact_order_lines,unit_price_before_vat,dim_products,conversion_rate,7153,-0.715,liên hệ rõ
fact_delivery_details,qty_so,fact_inventory_daily_balances,import_quantity,362,0.714,liên hệ rõ
fact_order_lines,unit_price_after_discount_before_vat,dim_products,conversion_rate,7153,-0.714,liên hệ rõ
fact_delivery_details,attempt_count,fact_inventory_lot_snapshot,expiry_warning_days,884,0.713,liên hệ rõ
fact_delivery_details,attempt_count,fact_order_lines,sales_qty,1602,0.713,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_order_lines,amount_before_discount,416,0.713,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_order_lines,amount_before_discount_before_vat,416,0.713,liên hệ rõ
fact_delivery_details,qty_received,fact_inventory_daily_balances,import_quantity,362,0.712,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_order_lines,amount_incl_vat,416,0.712,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_order_lines,net_revenue,416,0.712,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_order_lines,vat_amount,416,0.712,liên hệ rõ
fact_delivery_details,attempt_count,fact_inventory_lot_snapshot,volume_primary,863,0.71,liên hệ rõ
fact_delivery_details,qty_delivered,fact_inventory_lot_snapshot,volume_primary,863,0.71,liên hệ rõ
fact_delivery_details,qty_so,fact_inventory_lot_snapshot,volume_primary,863,0.71,liên hệ rõ
fact_delivery_details,qty_received,fact_inventory_lot_snapshot,volume_primary,863,0.709,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_order_lines,shipped_qty,1144,0.708,liên hệ rõ
fact_inventory_lot_snapshot,qty_primary,fact_inventory_transactions,quantity,613,0.706,liên hệ rõ
fact_delivery_details,qty_so,fact_inventory_daily_balances,export_quantity,362,0.705,liên hệ rõ
fact_delivery_details,qty_delivered,fact_inventory_daily_balances,import_quantity,362,0.703,liên hệ rõ
fact_delivery_details,qty_received,fact_inventory_daily_balances,export_quantity,362,0.703,liên hệ rõ
fact_inventory_daily_balances,import_quantity,fact_inventory_lot_snapshot,qty_primary,485,0.703,liên hệ rõ
fact_delivery_details,attempt_count,fact_inventory_lot_snapshot,available_primary,929,0.7,liên hệ rõ
fact_inventory_daily_balances,import_quantity,fact_inventory_lot_snapshot,available_package,422,0.7,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_order_lines,discount_amount,416,0.699,liên hệ rõ
fact_inventory_transactions,unit_price,fact_order_lines,unit_price,1323,0.699,liên hệ rõ
fact_inventory_transactions,unit_price,fact_order_lines,unit_price_before_vat,1323,0.699,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_order_lines,discount_amount_before_vat,416,0.698,liên hệ rõ
fact_inventory_daily_balances,import_quantity,fact_order_lines,discount_amount,416,0.698,liên hệ rõ
fact_delivery_details,qty_delivered,fact_inventory_daily_balances,export_quantity,362,0.697,liên hệ rõ
fact_inventory_daily_balances,import_quantity,fact_order_lines,discount_amount_before_vat,416,0.697,liên hệ rõ
fact_delivery_details,attempt_count,fact_inventory_lot_snapshot,volume_package,886,0.696,liên hệ rõ
fact_inventory_daily_balances,import_quantity,fact_inventory_lot_snapshot,qty_package,422,0.693,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_order_lines,sales_qty_carton,1142,0.692,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_order_lines,sales_qty,1144,0.688,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_order_lines,shipped_qty,1144,0.687,liên hệ rõ
fact_inventory_transactions,unit_price,fact_order_lines,unit_price_after_discount_after_vat,1323,0.686,liên hệ rõ
fact_inventory_transactions,unit_price,fact_order_lines,unit_price_after_discount_before_vat,1323,0.686,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_order_lines,sales_qty_carton,1142,0.683,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_inventory_lot_snapshot,qty_primary,485,0.676,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_order_lines,sales_qty,1144,0.676,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_inventory_lot_snapshot,available_primary,422,0.675,liên hệ rõ
fact_delivery_details,attempt_count,fact_inventory_lot_snapshot,qty_primary,929,0.674,liên hệ rõ
fact_delivery_details,qty_so,fact_inventory_lot_snapshot,volume_package,886,0.671,liên hệ rõ
fact_delivery_details,qty_delivered,fact_inventory_lot_snapshot,volume_package,886,0.67,liên hệ rõ
fact_delivery_details,qty_received,fact_inventory_lot_snapshot,volume_package,886,0.669,liên hệ rõ
fact_inventory_daily_balances,import_quantity,fact_inventory_lot_snapshot,volume_primary,422,0.667,liên hệ rõ
fact_inventory_lot_snapshot,volume_primary,fact_order_lines,discount_amount,1180,0.664,liên hệ rõ
fact_inventory_lot_snapshot,volume_primary,fact_order_lines,discount_amount_before_vat,1180,0.664,liên hệ rõ
fact_inventory_lot_snapshot,volume_primary,fact_order_lines,sales_qty_carton,1048,0.664,liên hệ rõ
fact_delivery_details,attempt_count,fact_order_lines,delivery_days_sla,982,0.662,liên hệ rõ
fact_delivery_details,attempt_count,fact_order_lines,amount_incl_vat,1602,0.657,liên hệ rõ
fact_delivery_details,attempt_count,fact_order_lines,net_revenue,1602,0.657,liên hệ rõ
fact_delivery_details,qty_so,fact_inventory_transactions,total_amount,931,0.657,liên hệ rõ
fact_delivery_details,attempt_count,fact_order_lines,vat_amount,1602,0.656,liên hệ rõ
fact_delivery_details,qty_received,fact_inventory_transactions,total_amount,931,0.655,liên hệ rõ
fact_delivery_details,attempt_count,fact_inventory_daily_balances,import_quantity,362,0.652,liên hệ rõ
fact_delivery_details,attempt_count,fact_order_lines,amount_before_discount,1602,0.651,liên hệ rõ
fact_delivery_details,attempt_count,fact_order_lines,amount_before_discount_before_vat,1602,0.651,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_inventory_lot_snapshot,available_package,422,0.65,liên hệ rõ
fact_delivery_details,qty_received,fact_inventory_transactions,quantity,931,0.646,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_order_lines,sales_qty_carton,1144,0.646,liên hệ rõ
fact_delivery_details,qty_delivered,fact_inventory_transactions,total_amount,931,0.645,liên hệ rõ
fact_delivery_details,qty_so,fact_inventory_transactions,quantity,931,0.645,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_inventory_lot_snapshot,qty_package,422,0.643,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_inventory_transactions,quantity,587,0.641,liên hệ rõ
fact_delivery_details,qty_delivered,fact_inventory_transactions,quantity,931,0.638,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_inventory_transactions,total_amount,587,0.637,liên hệ rõ
fact_inventory_daily_balances,import_quantity,fact_inventory_lot_snapshot,volume_package,418,0.636,liên hệ rõ
fact_delivery_details,attempt_count,fact_inventory_daily_balances,export_quantity,362,0.634,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_order_lines,amount_before_discount,1279,0.634,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_order_lines,amount_before_discount_before_vat,1279,0.634,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_inventory_transactions,total_amount,587,0.634,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_order_lines,amount_incl_vat,1279,0.633,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_order_lines,net_revenue,1279,0.633,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_order_lines,vat_amount,1279,0.633,liên hệ rõ
fact_inventory_lot_snapshot,expiry_warning_days,fact_order_lines,sales_qty_carton,1084,0.633,liên hệ rõ
fact_delivery_details,qty_delivered,fact_inventory_lot_snapshot,expiry_warning_days,884,0.63,liên hệ rõ
fact_delivery_details,qty_received,fact_inventory_lot_snapshot,expiry_warning_days,884,0.63,liên hệ rõ
fact_delivery_details,qty_so,fact_inventory_lot_snapshot,expiry_warning_days,884,0.63,liên hệ rõ
fact_inventory_lot_snapshot,volume_primary,fact_inventory_transactions,total_amount,587,0.628,liên hệ rõ
fact_inventory_lot_snapshot,qty_primary,fact_order_lines,sales_qty_carton,1156,0.625,liên hệ rõ
fact_inventory_daily_balances,import_quantity,fact_inventory_lot_snapshot,expiry_warning_days,422,0.624,liên hệ rõ
fact_inventory_transactions,total_amount,fact_order_lines,sales_qty_carton,1323,0.622,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_inventory_lot_snapshot,volume_primary,422,0.62,liên hệ rõ
fact_delivery_details,attempt_count,fact_inventory_transactions,total_amount,931,0.619,liên hệ rõ
fact_delivery_details,qty_received,fact_order_lines,amount_incl_vat,1602,0.618,liên hệ rõ
fact_delivery_details,qty_received,fact_order_lines,net_revenue,1602,0.618,liên hệ rõ
fact_delivery_details,qty_received,fact_order_lines,vat_amount,1602,0.618,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_inventory_lot_snapshot,expiry_warning_days,422,0.618,liên hệ rõ
fact_delivery_details,qty_received,fact_order_lines,amount_before_discount,1602,0.617,liên hệ rõ
fact_delivery_details,qty_received,fact_order_lines,amount_before_discount_before_vat,1602,0.617,liên hệ rõ
fact_delivery_details,qty_so,fact_order_lines,amount_incl_vat,1602,0.617,liên hệ rõ
fact_delivery_details,qty_so,fact_order_lines,net_revenue,1602,0.617,liên hệ rõ
fact_delivery_details,qty_so,fact_order_lines,vat_amount,1602,0.616,liên hệ rõ
fact_delivery_details,qty_so,fact_order_lines,amount_before_discount,1602,0.615,liên hệ rõ
fact_delivery_details,qty_so,fact_order_lines,amount_before_discount_before_vat,1602,0.615,liên hệ rõ
fact_inventory_lot_snapshot,qty_primary,fact_order_lines,amount_before_discount,1291,0.615,liên hệ rõ
fact_inventory_lot_snapshot,qty_primary,fact_order_lines,amount_before_discount_before_vat,1291,0.615,liên hệ rõ
fact_inventory_lot_snapshot,qty_primary,fact_order_lines,amount_incl_vat,1291,0.614,liên hệ rõ
fact_inventory_lot_snapshot,qty_primary,fact_order_lines,net_revenue,1291,0.614,liên hệ rõ
fact_inventory_lot_snapshot,qty_primary,fact_order_lines,vat_amount,1291,0.614,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_inventory_transactions,total_amount,587,0.611,liên hệ rõ
fact_inventory_lot_snapshot,expiry_warning_days,fact_order_lines,shipped_qty,1086,0.61,liên hệ rõ
fact_inventory_transactions,total_amount,fact_order_lines,sales_qty,1323,0.609,liên hệ rõ
fact_delivery_details,qty_delivered,fact_order_lines,amount_incl_vat,1602,0.607,liên hệ rõ
fact_delivery_details,qty_delivered,fact_order_lines,net_revenue,1602,0.607,liên hệ rõ
fact_delivery_details,qty_delivered,fact_order_lines,vat_amount,1602,0.607,liên hệ rõ
fact_delivery_details,qty_received,fact_order_lines,delivery_days_sla,982,0.606,liên hệ rõ
fact_delivery_details,qty_delivered,fact_order_lines,amount_before_discount,1602,0.605,liên hệ rõ
fact_delivery_details,qty_delivered,fact_order_lines,amount_before_discount_before_vat,1602,0.605,liên hệ rõ
fact_delivery_details,qty_delivered,fact_order_lines,delivery_days_sla,982,0.605,liên hệ rõ
fact_inventory_transactions,total_amount,fact_order_lines,shipped_qty,1323,0.605,liên hệ rõ
fact_inventory_lot_snapshot,expiry_warning_days,fact_order_lines,sales_qty,1086,0.604,liên hệ rõ
fact_inventory_transactions,quantity,fact_order_lines,sales_qty,1323,0.604,liên hệ rõ
fact_inventory_transactions,unit_price,dim_products,conversion_rate,1424,-0.604,liên hệ rõ
fact_delivery_details,qty_so,fact_order_lines,delivery_days_sla,982,0.603,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_inventory_transactions,quantity,587,0.603,liên hệ rõ
fact_inventory_lot_snapshot,qty_primary,fact_order_lines,cancelled_qty,1291,0.602,liên hệ rõ
fact_inventory_lot_snapshot,volume_primary,fact_order_lines,cancelled_qty,1180,0.601,liên hệ rõ
fact_delivery_details,qty_remain,fact_inventory_lot_snapshot,expiry_warning_days,884,0.6,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_order_lines,amount_before_discount,1144,0.598,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_order_lines,amount_before_discount_before_vat,1144,0.598,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_order_lines,amount_incl_vat,1144,0.598,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_order_lines,net_revenue,1144,0.598,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_order_lines,vat_amount,1144,0.598,liên hệ rõ
fact_inventory_lot_snapshot,expiry_warning_days,fact_order_lines,amount_incl_vat,1086,0.598,liên hệ rõ
fact_inventory_lot_snapshot,expiry_warning_days,fact_order_lines,net_revenue,1086,0.598,liên hệ rõ
fact_inventory_lot_snapshot,expiry_warning_days,fact_order_lines,vat_amount,1086,0.598,liên hệ rõ
fact_inventory_lot_snapshot,volume_package,fact_inventory_transactions,total_amount,586,0.597,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_order_lines,discount_amount_before_vat,1279,0.589,liên hệ rõ
fact_inventory_lot_snapshot,expiry_warning_days,fact_order_lines,amount_before_discount,1086,0.589,liên hệ rõ
fact_inventory_lot_snapshot,expiry_warning_days,fact_order_lines,amount_before_discount_before_vat,1086,0.589,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_order_lines,discount_amount,1279,0.588,liên hệ rõ
fact_inventory_daily_balances,opening_quantity,dim_products,net_weight,481,-0.586,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_order_lines,cancelled_qty,1279,0.586,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_inventory_transactions,quantity,587,0.585,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_order_lines,amount_before_discount,1144,0.585,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_order_lines,amount_before_discount_before_vat,1144,0.585,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_order_lines,amount_incl_vat,1144,0.585,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_order_lines,net_revenue,1144,0.585,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_order_lines,vat_amount,1144,0.585,liên hệ rõ
fact_inventory_transactions,quantity,fact_order_lines,shipped_qty,1323,0.585,liên hệ rõ
fact_inventory_daily_balances,closing_quantity,dim_products,net_weight,481,-0.584,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_inventory_lot_snapshot,volume_package,418,0.584,liên hệ rõ
fact_delivery_details,qty_remain,fact_inventory_lot_snapshot,volume_primary,863,0.581,liên hệ rõ
fact_inventory_lot_snapshot,reservation_primary,fact_order_lines,sales_qty,1279,0.581,liên hệ rõ
fact_delivery_details,qty_remain,fact_inventory_lot_snapshot,qty_package,926,0.577,liên hệ rõ
fact_delivery_details,qty_remain,fact_inventory_lot_snapshot,available_package,926,0.576,liên hệ rõ
fact_inventory_transactions,total_amount,fact_order_lines,amount_incl_vat,1323,0.576,liên hệ rõ
fact_inventory_transactions,total_amount,fact_order_lines,net_revenue,1323,0.576,liên hệ rõ
fact_inventory_transactions,total_amount,fact_order_lines,vat_amount,1323,0.576,liên hệ rõ
fact_inventory_transactions,total_amount,fact_order_lines,amount_before_discount,1323,0.575,liên hệ rõ
fact_inventory_transactions,total_amount,fact_order_lines,amount_before_discount_before_vat,1323,0.575,liên hệ rõ
fact_inventory_lot_snapshot,qty_primary,fact_order_lines,discount_amount,1291,0.574,liên hệ rõ
fact_inventory_transactions,total_amount,fact_order_lines,discount_amount,1323,0.573,liên hệ rõ
fact_inventory_transactions,total_amount,fact_order_lines,discount_amount_before_vat,1323,0.573,liên hệ rõ
fact_inventory_lot_snapshot,qty_primary,fact_order_lines,discount_amount_before_vat,1291,0.572,liên hệ rõ
fact_inventory_lot_snapshot,qty_primary,fact_inventory_transactions,total_amount,613,0.571,liên hệ rõ
fact_inventory_lot_snapshot,volume_package,fact_order_lines,shipped_qty,1086,0.571,liên hệ rõ
dim_product_prices,price_incl_vat,dim_products,net_weight,5354,0.566,liên hệ rõ
dim_product_prices,price_excl_vat,dim_products,net_weight,5354,0.565,liên hệ rõ
fact_delivery_details,qty_remain,fact_inventory_daily_balances,import_quantity,362,0.564,liên hệ rõ
fact_delivery_details,qty_remain,fact_inventory_lot_snapshot,volume_package,886,0.564,liên hệ rõ
fact_delivery_details,attempt_count,fact_order_lines,cancelled_qty,1602,0.563,liên hệ rõ
fact_inventory_lot_snapshot,volume_package,fact_order_lines,sales_qty_carton,1084,0.559,liên hệ rõ
fact_inventory_daily_balances,closing_quantity,fact_inventory_lot_snapshot,available_primary,422,0.558,liên hệ rõ
fact_inventory_daily_balances,opening_quantity,fact_inventory_lot_snapshot,available_primary,422,0.558,liên hệ rõ
fact_delivery_details,qty_remain,fact_inventory_lot_snapshot,available_primary,929,0.555,liên hệ rõ
fact_delivery_details,qty_remain,fact_inventory_lot_snapshot,qty_primary,929,0.555,liên hệ rõ
fact_inventory_lot_snapshot,volume_package,fact_order_lines,sales_qty,1086,0.555,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_order_lines,discount_amount_before_vat,1144,0.554,liên hệ rõ
fact_inventory_lot_snapshot,available_package,fact_order_lines,discount_amount,1144,0.553,liên hệ rõ
fact_delivery_details,qty_remain,fact_inventory_daily_balances,export_quantity,362,0.551,liên hệ rõ
fact_inventory_daily_balances,closing_quantity,fact_inventory_lot_snapshot,qty_package,422,0.551,liên hệ rõ
fact_inventory_daily_balances,opening_quantity,fact_inventory_lot_snapshot,qty_package,422,0.55,liên hệ rõ
fact_delivery_details,qty_so,fact_inventory_lot_snapshot,reservation_primary,929,0.549,liên hệ rõ
fact_delivery_details,attempt_count,fact_order_lines,discount_amount_before_vat,1602,0.548,liên hệ rõ
fact_delivery_details,qty_received,fact_inventory_lot_snapshot,reservation_primary,929,0.548,liên hệ rõ
fact_delivery_details,attempt_count,fact_order_lines,discount_amount,1602,0.547,liên hệ rõ
fact_delivery_details,qty_received,fact_order_lines,cancelled_qty,1602,0.542,liên hệ rõ
fact_delivery_details,qty_delivered,fact_inventory_lot_snapshot,reservation_primary,929,0.541,liên hệ rõ
fact_delivery_details,qty_so,fact_order_lines,cancelled_qty,1602,0.541,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_order_lines,discount_amount,1144,0.541,liên hệ rõ
fact_inventory_daily_balances,opening_quantity,dim_product_prices,price_excl_vat,457,-0.54,liên hệ rõ
fact_inventory_daily_balances,opening_quantity,dim_product_prices,price_incl_vat,457,-0.54,liên hệ rõ
fact_inventory_lot_snapshot,qty_package,fact_order_lines,discount_amount_before_vat,1144,0.54,liên hệ rõ
fact_inventory_daily_balances,closing_quantity,fact_order_lines,cancelled_qty,416,0.538,liên hệ rõ
fact_inventory_daily_balances,closing_quantity,dim_product_prices,price_excl_vat,457,-0.538,liên hệ rõ
fact_inventory_daily_balances,closing_quantity,dim_product_prices,price_incl_vat,457,-0.538,liên hệ rõ
fact_delivery_details,qty_delivered,fact_order_lines,cancelled_qty,1602,0.536,liên hệ rõ
fact_delivery_details,qty_received,fact_order_lines,discount_amount_before_vat,1602,0.535,liên hệ rõ
fact_inventory_lot_snapshot,reservation_primary,fact_order_lines,cancelled_qty,1279,0.535,liên hệ rõ
fact_delivery_details,qty_received,fact_order_lines,discount_amount,1602,0.534,liên hệ rõ
fact_inventory_daily_balances,export_quantity,fact_inventory_transactions,quantity,344,0.534,liên hệ rõ
fact_inventory_lot_snapshot,reservation_primary,fact_order_lines,shipped_qty,1279,0.534,liên hệ rõ
fact_delivery_details,qty_so,fact_order_lines,discount_amount_before_vat,1602,0.533,liên hệ rõ
fact_inventory_lot_snapshot,available_primary,fact_order_lines,delivery_days_sla,825,0.532,liên hệ rõ
fact_delivery_details,qty_so,fact_order_lines,discount_amount,1602,0.531,liên hệ rõ
fact_inventory_lot_snapshot,volume_primary,fact_inventory_transactions,quantity,587,0.53,liên hệ rõ
fact_inventory_transactions,quantity,fact_order_lines,sales_qty_carton,1323,0.53,liên hệ rõ
fact_inventory_daily_balances,opening_quantity,fact_order_lines,cancelled_qty,416,0.529,liên hệ rõ
fact_delivery_details,qty_delivered,fact_order_lines,discount_amount_before_vat,1602,0.524,liên hệ rõ
fact_inventory_daily_balances,opening_quantity,fact_inventory_lot_snapshot,available_package,422,0.524,liên hệ rõ
fact_inventory_daily_balances,closing_quantity,fact_inventory_lot_snapshot,available_package,422,0.523,liên hệ rõ
fact_inventory_lot_snapshot,volume_primary,fact_order_lines,delivery_days_sla,777,0.523,liên hệ rõ
fact_inventory_transactions,quantity,fact_order_lines,cancelled_qty,1323,0.523,liên hệ rõ
